label,left_knee,left_hip,right_hip,right_knee
haut,175.7835909872536,169.19018996034086,176.7880803489399,179.22550514261889
haut,175.4008456701853,167.04716674658,179.17935721379925,179.05172258384525
haut,175.2868944246262,165.33096543893743,179.06967328585287,178.64118642184695
milieu,173.1868822145904,160.48091917743713,178.32341534779903,178.07151210366118
milieu,170.79632974263714,157.84051388528334,175.93400620039026,177.37336948068042
milieu,169.8231254095257,155.66324025135367,172.53228711207666,176.74084013758502
milieu,167.3023914271275,152.66213791980786,169.68323980239367,175.48349186696407
milieu,162.87830707643442,148.3289157644418,167.70592727462585,174.6581771501397
milieu,160.95181614652518,145.31780635854656,166.8258869720244,174.26739343039222
milieu,158.9523924568504,143.6013539614732,165.0856614803853,173.85579897612362
milieu,156.37148113500157,139.56417824672266,163.85018942826,173.02870130285518
milieu,153.68184042705357,136.83672106655672,162.43482509797974,171.79265185401212
milieu,150.55597806575022,133.04540442713818,159.40547063567035,167.4915674412932
milieu,148.84868193577694,131.9489322022183,160.4727095311147,169.9241695591733
milieu,145.78263774964503,129.36065467490062,157.61888525650008,167.2944513489369
milieu,141.5898919331007,122.61907993529127,154.3875909824456,164.87810075378945
milieu,138.0264343852206,119.42617387114895,150.55335772017156,161.37927765617493
milieu,134.29162642176792,115.18659886066506,147.3298698857311,159.22170697181178
milieu,130.36500162470412,110.5320837008639,141.38135400962955,153.5625666484392
milieu,125.64549644789855,106.2863065883899,135.35879339582286,149.4262239539353
milieu,124.22739444116391,106.04601451915543,146.27169224054512,156.67748594186912
milieu,123.45005384673634,104.87473520307299,146.80649843726687,156.86527549375376
bas,120.58844129663925,103.96241265647467,151.66132696669277,159.9009565274617
bas,121.9517206983299,105.91793972307391,154.80084252625625,162.57353200691713
bas,126.41269006463396,111.37181131629383,166.47062080725408,173.74778741509172
bas,124.61632800561591,109.17522625823834,165.56091735793416,172.304247099294
bas,123.84112140222642,107.00247936088242,142.94033403710065,154.4408131680391
milieu,129.28819562982108,112.16016213707938,142.33862027491693,153.76137202932375
milieu,129.9949588779684,112.11049392583121,144.4226622240908,154.36266912224863
milieu,136.8449134286071,120.24077988274118,151.34199509347204,160.2120130210523
milieu,141.75372452863766,126.45595323519365,159.34209787996318,164.81182692843333
milieu,142.0634418203723,128.31969141409814,159.55684488632727,164.13457329094965
milieu,145.70807096670654,133.13042816627615,161.63394305061163,165.95762277853282
milieu,149.66082847529194,136.89611819832055,162.8425494141638,166.84721577276906
milieu,153.70385971327613,140.17282033206106,163.72175059458266,167.35928588529436
milieu,153.76732594978515,143.23023666229372,166.4438258002378,169.12233560311563
milieu,158.74435515095527,146.6134212581248,168.8120782294421,170.9021320611514
milieu,161.86589150834033,150.76132440612403,173.20049635499194,174.13961060432732
milieu,165.03311411895478,154.64789794087116,175.22591060107302,175.87033609683843
milieu,168.2943863298833,158.22100978601415,176.8432947786147,176.6114236460364
milieu,168.81278617151932,160.21411465576188,178.53273837729807,177.4494495082303
milieu,170.49660273382614,162.38939849746893,178.87886997226394,179.08822220518778
haut,173.55747034481837,168.17776912636762,175.4249870321867,178.40023923943812
haut,175.17314324948242,170.72679431993822,173.96223998984323,177.7226956553105
haut,177.3020810109162,172.8718302685284,173.50672974003734,177.23591734907717
haut,177.83023280976823,174.12899722999504,171.6962882401202,176.54395234487018
haut,179.42878288291504,176.15663983044004,169.6780859940122,175.3005322800682
haut,179.21534270226027,177.84609869396087,169.1944184777108,175.78912338702492
haut,178.29184894265777,178.32878999159936,168.5924384904843,175.14547379306202
haut,178.83083324767398,178.04661385452258,169.2767675116265,176.5093372786208
haut,179.2070518478522,178.0978094654979,169.0018894766171,176.59457843508434
haut,179.38401435864841,178.33229260880188,168.48874163303338,175.90223064012284
haut,178.9450789015681,178.33525300031587,169.5141135100127,176.97913996599996
